case_no,casetype,casesubtype,site_addr
CE1508-1151,MBS INTERIOR,"WALLS, DOORS, WINDOWS AND FLOORS",8113 MONTECITO DR
CE1508-1152,TRASHDEBRIS,RESIDENTIAL,1005 COLLIER ST
CE1508-1153,MINIMUM BUILDING STA,NO ADDRESS POSTED,1005 COLLIER ST
CE1508-1154,TRASHRECYCLE BINS,LOCATION,900 MCCORMICK ST
CE1508-1155,TRASHDEBRIS,RESIDENTIAL,900 MCCORMICK ST
CE1508-1156,FENCES,RESIDENTIAL,2728 HILCROFT AVE
CE1508-1157,GRASSWEEDS,RESIDENTIAL,2728 HILCROFT AVE
CE1508-1158,TRASHDEBRIS,RESIDENTIAL,622 ROSE ST
CE1508-1159,TRASHDEBRIS,RESIDENTIAL,620 ROSE ST
CE1508-1160,TRASHDEBRIS,RESIDENTIAL,630 ROSE ST
CE1508-1161,GRASSWEEDS,VACANT LOT,520 ROSE ST
CE1508-1162,FENCES,COMMERCIAL,1555 NOTTINGHAM DR
CE1508-1163,GRASSWEEDS,RESIDENTIAL,2516 NOTTINGHAM DR
CE1508-1164,TRASHRECYCLE BINS,CURB WRONG TIME,312 WATER OAK RD
CE1508-1165,TRASHRECYCLE BINS,CURB WRONG TIME,316 WATER OAK RD
CE1508-1166,GRASSWEEDS,RESIDENTIAL,2929 WICKER WAY
CE1508-1167,PARKING,SINGLE FAMILY,1120 AUTUMN OAK DR
CE1508-1168,WORK WO PERMIT,OTHER WORK W/O PERMIT,110 W OAK ST
CE1508-1169,GRASSWEEDS,VACANT LOT,2501 PAYNE DR
CE1508-1170,TRASHDEBRIS,RESIDENTIAL,2728 WESLAYAN DR
CE1508-1171,CERTIFICATE OF OCCUP,CHANGE OF OWNER,2125 BRINKER RD
CE1508-1172,INOPERABLE VEHICLE,MOTOR VEHICLE,3721 KIRBY DR
CE1508-1173,PARKING,SINGLE FAMILY,2609 FONDREN RD
CE1508-1174,PARKING,SINGLE FAMILY,1508 MORSE ST
CE1508-1175,TRASHDEBRIS,COMMERCIAL,2750 UNIVERSITY DR
CE1508-1176,GRASSWEEDS,COMMERCIAL,110 N CARROLL BLVD
CE1508-1177,TRASHDEBRIS,RESIDENTIAL,3837 CHIMNEY ROCK DR
CE1508-1178,TRASHDEBRIS,RESIDENTIAL,805-807 OAKLAND ST
CE1508-1179,CERTIFICATE OF OCCUP,NEW BUSINESS,3730 E MCKINNEY ST 130
CE1508-1180,ZONING,SIGNAGE,2125 BRINKER RD
CE1508-1181,ZONING,SIGNAGE,2125 BRINKER RD
CE1508-1182,CERTIFICATE OF OCCUP,NEW BUSINESS,5011 W UNIVERSITY DR
CE1508-1183,PARKING,COMMERCIAL,5011 W UNIVERSITY DR
CE1508-1184,TRASHDEBRIS,RESIDENTIAL,700 SMITH ST
CE1508-1185,OUTSIDE STORAGE,RESIDENTIAL,700 SMITH ST
CE1508-1186,TRASHRECYCLE BINS,LOCATION,700 SMITH ST
CE1508-1187,TRASHDEBRIS,RESIDENTIAL,525 ROSE ST
CE1508-1188,ZONING,SIGNAGE,3000 E MCKINNEY ST
CE1508-1189,ZONING,SIGNAGE,2416 LILLIAN B MILLER PKWY 112
CE1508-1190,ZONING,SIGNAGE,230 N MAYHILL RD
CE1508-1191,ZONING,SIGNAGE,PAR DR
CE1508-1192,ZONING,SIGNAGE,828 E MCKINNEY ST
CE1508-1193,ZONING,SIGNAGE,4100 S I-35
CE1508-1194,CERTIFICATE OF OCCUP,CHANGE OF OWNER,231 W HICKORY
CE1508-1195,CERTIFICATE OF OCCUP,TEMP POWER SHOW,2311 COLORADO BLVD 103
CE1508-1196,TRASHDEBRIS,RESIDENTIAL,916 INDUSTRIAL ST
CE1508-1197,ZONING,UNRELATED PEOPLE,2209 GENEVA CIR
CE1508-1198,TRASHDEBRIS,RESIDENTIAL,1821 TYLER ST
CE1508-1199,PARKING,BLOCKING SIDEWALK,2209 GENEVA CIR
CE1508-1200,ORDINANCE OTHER DEPT,RESIDENTIAL,1705 LYNHURST LN
CE1508-1201,OUTSIDE STORAGE,RESIDENTIAL,1821 TYLER ST
CE1508-1202,TRASHRECYCLE BINS,LOCATION,1821 TYLER ST
CE1508-1203,OUTSIDE STORAGE,RESIDENTIAL,1808 TYLER ST
CE1508-1204,TRASHDEBRIS,RESIDENTIAL,1813 TYLER ST
CE1508-1205,OUTSIDE STORAGE,RESIDENTIAL,1813 TYLER ST
CE1508-1206,TRASHRECYCLE BINS,LOCATION,1813 TYLER ST
CE1508-1207,MINIMUM BUILDING STA,NO ADDRESS POSTED,1813 TYLER ST
CE1508-1208,TRASHDEBRIS,RESIDENTIAL,1808 TYLER ST
CE1508-1209,PARKING,SINGLE FAMILY,1514 SNYDER ST
CE1508-1210,INOPERABLE VEHICLE,MOTOR VEHICLE,1607 BOYD ST
CE1508-1211,TRASHDEBRIS,RESIDENTIAL,1520 SNYDER ST
CE1508-1212,OUTSIDE STORAGE,RESIDENTIAL,1520 SNYDER ST
CE1508-1213,MINIMUM BUILDING STA,AESTHETIC FEATURES,1520 SNYDER ST
CE1508-1214,ZONING,SIGNAGE,2430 S I-35E 108
CE1508-1215,MINIMUM BUILDING STA,PROTECTIVE TREATMENT,1513 WAYNE ST
CE1508-1216,OUTSIDE STORAGE,RESIDENTIAL,1607 BOYD ST
CE1508-1217,ZONING,SIGNAGE,2420 I-35E & LILLIAN MILLER PK
CE1508-1218,TRASHDEBRIS,RESIDENTIAL,1503 MOZINGO ST
CE1508-1219,ZONING,SIGNAGE,2430 S I-35E 154
CE1508-1220,OUTSIDE STORAGE,RESIDENTIAL,1503 MOZINGO ST
CE1508-1221,PARKING,SINGLE FAMILY,1803 TYLER ST
CE1508-1222,MINIMUM BUILDING STA,PROTECTIVE TREATMENT,1803 TYLER ST
CE1508-1223,TRASHDEBRIS,RESIDENTIAL,1800 BUENA VISTA DR
CE1508-1224,FENCES,RESIDENTIAL,1800 BUENA VISTA DR
CE1508-1225,TRASHDEBRIS,RESIDENTIAL,1502 MOZINGO ST
CE1508-1226,TRASHDEBRIS,RESIDENTIAL,1817 WAYNE ST
CE1508-1227,TRASHRECYCLE BINS,CURB WRONG TIME,1708 BUENA VISTA DR
CE1508-1228,TRASHDEBRIS,RESIDENTIAL,1708 BUENA VISTA DR
CE1508-1229,TRASHRECYCLE BINS,CURB WRONG TIME,1408 BUENA VISTA DR
CE1508-1230,TRASHRECYCLE BINS,CURB WRONG TIME,7309 MIRA VISTA DR
CE1508-1231,TRASHDEBRIS,RESIDENTIAL,1321 MOZINGO ST
CE1508-1232,TRASHRECYCLE BINS,CURB WRONG TIME,7205 MIRA VISTA DR
CE1508-1233,TRASHRECYCLE BINS,CURB WRONG TIME,1705 GLENDORA CT
CE1508-1234,TRASHDEBRIS,RESIDENTIAL,1516 WAYNE ST
CE1508-1235,GRASSWEEDS,RESIDENTIAL,1517 BUENA VISTA DR
CE1508-1236,GRASSWEEDS,RESIDENTIAL,1605 BUENA VISTA DR
CE1508-1237,TRASHRECYCLE BINS,CURB WRONG TIME,1801 BUENA VISTA DR
CE1508-1238,OUTSIDE STORAGE,RESIDENTIAL,1516 WAYNE ST
CE1508-1239,TRASHRECYCLE BINS,LOCATION,1516 WAYNE ST
CE1508-1240,INOPERABLE VEHICLE,MOTOR VEHICLE,1516 WAYNE ST
CE1508-1241,MINIMUM BUILDING STA,AESTHETIC FEATURES,1419 BOYD ST
CE1508-1242,TRASHRECYCLE BINS,CURB WRONG TIME,4009 BLACK BUTTE DR
CE1508-1243,OUTSIDE STORAGE,RESIDENTIAL,1419 BOYD ST
CE1508-1244,INOPERABLE VEHICLE,MOTOR VEHICLE,1419 BOYD ST
CE1508-1245,ZONING,SIGNAGE,2430 S I-35E 140
CE1508-1246,ZONING,SIGNAGE,2430 S I-35E 130
CE1508-1247,ZONING,SIGNAGE,3917 MORSE ST SUITE 112
CE1508-1248,ZONING,SIGNAGE,3917 MORSE ST SUITE 112
CE1508-1249,TRASHDEBRIS,RESIDENTIAL,1900 FORDHAM LN
CE1508-1250,TRASHDEBRIS,RESIDENTIAL,2624-2426 BOLIVAR ST
CE1508-1251,TRASHDEBRIS,RESIDENTIAL,1419 BOYD ST
CE1508-1252,TRASHDEBRIS,RESIDENTIAL,2312 BOLIVAR ST
CE1508-1253,ZONING,UNRELATED PEOPLE,1005 TALLAHASSEE DR
CE1508-1254,GRASSWEEDS,VACANT LOT,BONNIE BRAE ST
CE1508-1255,CERTIFICATE OF OCCUP,CHANGE BUSINESS NAME,1447 S LOOP 288 109
CE1508-1256,TRASHDEBRIS,RESIDENTIAL,3817 CAMELOT ST
CE1508-1257,MINIMUM BUILDING STA,STAIRS PORCH DECK,709 HERCULES LN
CE1508-1258,TRASHRECYCLE BINS,LOCATION,309 GABE CT
CE1508-1259,GRASSWEEDS,RESIDENTIAL,2015 LOCKSLEY LN
CE1508-1260,TRASHDEBRIS,RESIDENTIAL,505 YUCCA DR
CE1508-1261,MBS INTERIOR,FIRE PROTECTION SYSTEM,8113 MONTECITO DR
CE1508-1262,OUTSIDE STORAGE,RESIDENTIAL,1005 GREENBEND DR
CE1508-1263,MBS INTERIOR,EXTERMINATION,3340 BROOKE DR
CE1508-1264,ORDINANCE OTHER DEPT,CITY PROPERTY,CATTAIL LN AT MOOR HEN DR
CE1508-1265,FENCES,RESIDENTIAL,4729 FOX SEDGE LN
CE1508-1266,TRASHDEBRIS,RESIDENTIAL,307 BRADLEY ST
CE1508-1267,PARKING,SINGLE FAMILY,6101 PHOTINIA AVE
CE1508-1268,TRASHDEBRIS,RESIDENTIAL,6281 DESERT HOLLY WAY
CE1508-1269,FENCES,RESIDENTIAL,6281 DESERT HOLLY WAY
CE1508-1270,OUTSIDE STORAGE,RESIDENTIAL,4502 TRUMPET VINE
CE1508-1271,TRASHDEBRIS,RESIDENTIAL,307 NORMAL
CE1508-1272,PARKING,SINGLE FAMILY,307 JAGOE ST
CE1508-1273,TRASHRECYCLE BINS,LOCATION,4502 TRUMPET VINE
CE1508-1274,GRASSWEEDS,RESIDENTIAL,4500 FOX SEDGE LN
CE1508-1275,PARKING,SINGLE FAMILY,6100 PHOTINIA AVE
CE1508-1276,GRASSWEEDS,RESIDENTIAL,4604 REDBUD DR
CE1508-1277,GRASSWEEDS,VACANT LOT,2900 WIND RIVER LN
CE1508-1278,TRASHDEBRIS,RESIDENTIAL,1215 SCRIPTURE ST
CE1508-1279,PARKING,BLOCKING SIDEWALK,4604 REDBUD DR
CE1508-1280,TRASHDEBRIS,RESIDENTIAL,614 PARKWAY ST
CE1508-1281,GRASSWEEDS,RESIDENTIAL,6109 MOOR HEN DR
CE1508-1282,TRASHDEBRIS,COMMERCIAL,213-13 1/2 MOUNTS ST
CE1508-1284,TRASHDEBRIS,RESIDENTIAL,507 AMARILLO ST
CE1508-1285,OUTSIDE STORAGE,RESIDENTIAL,4505 INDIAN PAINT WAY
CE1508-1286,GRASSWEEDS,RESIDENTIAL,3422 HUMMINGBIRD LN
CE1508-1287,MONITORING,,3833 WATERFORD WAY
CE1508-1288,TRASHDEBRIS,RESIDENTIAL,4500 CATTAIL LN
CE1508-1289,OUTSIDE STORAGE,RESIDENTIAL,4500 CATTAIL LN
CE1508-1290,TRASHDEBRIS,RESIDENTIAL,4605 HERON POND LN
CE1508-1291,FENCES,RESIDENTIAL,2008 LAUREL ST
CE1508-1292,NO ORDINANCE,RESIDENTIAL,3505 WESSEX CT
CE1508-1293,GRASSWEEDS,RESIDENTIAL,4705 HERON POND LN
CE1508-1294,ZONING,SIGNAGE,225 W OAK ST
CE1508-1295,ZONING,SIGNAGE,108 W OAK ST 102
CE1508-1296,OUTSIDE STORAGE,RESIDENTIAL,4504 INDIAN PAINT WAY
CE1508-1297,ZONING,NO CO,2341 N MASCH BRANCH RD 401
CE1508-1298,ZONING,SIGNAGE,2900 WIND RIVER LN 146
CE1508-1299,ZONING,SIGNAGE,2900 WIND RIVER LN 146
CE1509-0001,CERTIFICATE OF OCCUP,CHANGE IN USE,908 S LOCUST ST
CE1509-0002,CERTIFICATE OF OCCUP,NEW BUSINESS,2401 WORTHINGTON DR 139
CE1509-0003,CERTIFICATE OF OCCUP,NEW BUSINESS,3500 SHELBY LN
CE1509-0004,PARKING,COMMERCIAL,3500 SHELBY LN
CE1509-0005,GRASSWEEDS,RESIDENTIAL,3105 TAMARACK LN
CE1509-0006,PARKING,SINGLE FAMILY,3807 RIDGEMONT LN
CE1509-0007,TRASHDEBRIS,COMMERCIAL,215 S BONNIE BRAE ST
CE1509-0008,TRASHDEBRIS,COMMERCIAL,2320 W PRAIRIE ST
CE1509-0009,TRASHDEBRIS,RESIDENTIAL,116 BONNIE BRAE
CE1509-0010,TRASHDEBRIS,COMMERCIAL,806 W MULBERRY ST
CE1509-0011,TRASHDEBRIS,RESIDENTIAL,117 WELCH ST
CE1509-0012,MINIMUM BUILDING STA,NO ADDRESS POSTED,117 WELCH ST
CE1509-0013,GRAFFITI,CITY PROPERTY,915 W CHESTNUT ST
CE1509-0014,GRASSWEEDS,RESIDENTIAL,5317 WHITING WAY
CE1509-0015,GRASSWEEDS,RESIDENTIAL,1609 AMHERST DR
CE1509-0016,GRASSWEEDS,RESIDENTIAL,5212 GAELIC CT
CE1509-0017,OUTSIDE STORAGE,RESIDENTIAL,5317 WHITING WAY
CE1509-0018,FENCES,RESIDENTIAL,5317 WHITING WAY
CE1509-0019,PARKING,DUPLEX,715-717 COIT ST
CE1509-0020,TRASHRECYCLE BINS,LOCATION,5212 GAELIC CT
CE1509-0021,OUTSIDE STORAGE,RESIDENTIAL,5212 GAELIC CT
CE1509-0022,PARKING,BLOCKING SIDEWALK,3340 BROOKE DR
CE1509-0023,FENCES,RESIDENTIAL,3340 BROOKE DR
CE1509-0024,MBS INTERIOR,"WALLS, DOORS, WINDOWS AND FLOORS",3340 BROOKE DR
CE1509-0025,MBS INTERIOR,MAJOR APPLIANCES,3340 BROOKE DR
CE1509-0026,MBS INTERIOR,MAJOR APPLIANCES,3340 BROOKE DR
CE1509-0027,MBS INTERIOR,ELECTRICAL EQUIPMENT,3340 BROOKE DR
CE1509-0028,MBS INTERIOR,FIRE PROTECTION SYSTEM,3340 BROOKE DR
CE1509-0029,MBS INTERIOR,MECHANICAL FACILITIES,3340 BROOKE DR
CE1509-0030,MINIMUM BUILDING STA,EXT WALLS SURFACES,3340 BROOKE DR
CE1509-0031,NO ORDINANCE,COMMERCIAL,3312 BENTGATE CT
CE1509-0032,NO ORDINANCE,RESIDENTIAL,1510 OAKWOOD DR
CE1509-0033,GRASSWEEDS,TREE LIMBS,5205 WHITING WAY
CE1509-0034,NO ORDINANCE,RESIDENTIAL,913 BEECHWOOD DR
CE1509-0035,ZONING,SIGNAGE,ROW DALLAS DRIVE
CE1509-0036,MONITORING,,5221 GAELIC CT
CE1509-0037,GRASSWEEDS,RESIDENTIAL,1216 OLMOS CREEK PL
CE1509-0038,TRASHDEBRIS,RESIDENTIAL,5221 TARTAN CIR
CE1509-0039,GRASSWEEDS,RESIDENTIAL,5201 TARTAN CIR
CE1509-0040,FENCES,RESIDENTIAL,5201 TARTAN CIR
CE1509-0041,WORK WO PERMIT,FENCE W/O PERMIT,5201 TARTAN CIR
CE1509-0042,TRASHDEBRIS,RESIDENTIAL,5204 TARTAN CIR
CE1509-0043,TRASHDEBRIS,RESIDENTIAL,5201 TARTAN CIR
CE1509-0044,MBS INTERIOR,"WALLS, DOORS, WINDOWS AND FLOORS",2122  STELLA ST
CE1509-0045,FENCES,RESIDENTIAL,5204 TARTAN CIR
CE1509-0046,GRASSWEEDS,RESIDENTIAL,210 STROUD ST
CE1509-0047,TRASHDEBRIS,RESIDENTIAL,210 STROUD ST
CE1509-0048,OUTSIDE STORAGE,RESIDENTIAL,210 STROUD ST
CE1509-0049,OUTSIDE STORAGE,RESIDENTIAL,5312 TARTAN CIR
CE1509-0050,TRASHDEBRIS,RESIDENTIAL,5305 PAULIE DR
CE1509-0051,OUTSIDE STORAGE,RESIDENTIAL,5305 PAULIE DR
CE1509-0052,TRASHDEBRIS,RESIDENTIAL,1208 RIO GRANDE BLVD
CE1509-0053,TRASHDEBRIS,RESIDENTIAL,5305 TARTAN CIR
CE1509-0054,TRASHRECYCLE BINS,LOCATION,1208 RIO GRANDE BLVD
CE1509-0055,TRASHDEBRIS,RESIDENTIAL,614 LONDONDERRY LN
CE1509-0056,TRASHRECYCLE BINS,LOCATION,5224 GAELIC CT
CE1509-0057,TRASHDEBRIS,RESIDENTIAL,5224 GAELIC CT
CE1509-0058,OUTSIDE STORAGE,RESIDENTIAL,5224 GAELIC CT
CE1509-0059,TRASHDEBRIS,RESIDENTIAL,1104 RIO GRANDE BLVD
CE1509-0060,TRASHDEBRIS,RESIDENTIAL,5300 TARTAN CIR
CE1509-0061,INOPERABLE VEHICLE,MOTOR VEHICLE,1009 BALDWIN ST
CE1509-0062,PARKING,BLOCKING SIDEWALK,3504 MUSTANG DR
CE1509-0063,TRASHDEBRIS,RESIDENTIAL,5220 GAELIC CT
CE1509-0064,TRASHDEBRIS,RESIDENTIAL,5220 GAELIC CT
CE1509-0065,OUTSIDE STORAGE,RESIDENTIAL,1420 MONTEVIDEO CT
CE1509-0066,OUTSIDE STORAGE,RESIDENTIAL,5308 WHITING WAY
CE1509-0067,GRASSWEEDS,RESIDENTIAL,913 BALDWIN ST
CE1509-0068,MINIMUM BUILDING STA,UNSECURED AND VACANT,308 MEADOW LN
CE1509-0069,GRASSWEEDS,RESIDENTIAL,3835 RIDGEMONT LN
CE1509-0070,TRASHDEBRIS,RESIDENTIAL,5212 WHITING WAY
CE1509-0071,FENCES,RESIDENTIAL,916 BEECHWOOD DR
CE1509-0072,TRASHDEBRIS,RESIDENTIAL,701 TEXAS ST
CE1509-0073,TRASHDEBRIS,RESIDENTIAL,916 BEECHWOOD DR
CE1509-0074,GRASSWEEDS,RESIDENTIAL,916 BEECHWOOD DR
CE1509-0075,TRASHRECYCLE BINS,LOCATION,712 KOSSMANN DR
CE1509-0076,GRASSWEEDS,RESIDENTIAL,5213 WHITING WAY
CE1509-0077,PARKING,SINGLE FAMILY,2504 DENISON ST
CE1509-0078,FENCES,RESIDENTIAL,900 BEECHWOOD DR
CE1509-0079,GRASSWEEDS,RESIDENTIAL,5201 WHITING WAY
CE1509-0080,TRASHRECYCLE BINS,LOCATION,5201 WHITING WAY
CE1509-0081,TRASHDEBRIS,RESIDENTIAL,5201 WHITING WAY
CE1509-0082,FENCES,RESIDENTIAL,804 KOSSMANN DR
CE1509-0083,GRASSWEEDS,RESIDENTIAL,913 BEECHWOOD DR
CE1509-0084,TRASHDEBRIS,RESIDENTIAL,804 KOSSMANN DR
CE1509-0085,TRASHDEBRIS,RESIDENTIAL,913 BEECHWOOD DR
CE1509-0086,OUTSIDE STORAGE,RESIDENTIAL,913 BEECHWOOD DR
CE1509-0087,OUTSIDE STORAGE,COMMERCIAL,3817 CAMELOT ST
CE1509-0088,FENCES,RESIDENTIAL,817 SUMMER OAKS DR
CE1509-0089,OUTSIDE STORAGE,RESIDENTIAL,917 BEECHWOOD DR
CE1509-0090,GRASSWEEDS,RESIDENTIAL,917 BEECHWOOD DR
CE1509-0091,INOPERABLE VEHICLE,MOTOR VEHICLE,313 GABE CT
CE1509-0092,GRASSWEEDS,RESIDENTIAL,2404 DENISON ST
CE1509-0093,TRASHDEBRIS,RESIDENTIAL,429 HEADLEE ST
CE1509-0094,TRASHDEBRIS,RESIDENTIAL,511 HEADLEE ST
CE1509-0095,CERTIFICATE OF OCCUP,NEW BUSINESS,201 N AUSTIN ST
CE1509-0096,TRASHDEBRIS,RESIDENTIAL,1912 FORDHAM LN
CE1509-0097,TRASHDEBRIS,RESIDENTIAL,2207 BOWLING GREEN ST
CE1509-0098,PARKING,BLOCKING SIDEWALK,2321 MERCEDES RD
CE1509-0099,GRASSWEEDS,RESIDENTIAL,2420 WESTWOOD DR
CE1509-0100,NO ORDINANCE,RESIDENTIAL,1728 CORDELL ST
CE1509-0101,OUTSIDE STORAGE,RESIDENTIAL,2213 GEORGETOWN DR
CE1509-0102,ILLEGAL DUMPING,CITY PROPERTY,Mayhill
CE1509-0103,GRASSWEEDS,RESIDENTIAL,2315 MCCORMICK ST
CE1509-0104,ZONING,POD,1416 N AUSTIN ST
CE1509-0105,ZONING,SIGNAGE,2815 PENNSYLVANIA DR
CE1509-0106,GRASSWEEDS,TREE LIMBS,1117 ELLISON PARK CIR
CE1509-0107,INOPERABLE VEHICLE,MOTOR VEHICLE,809 ROYAL MDWS
CE1509-0108,INOPERABLE VEHICLE,MOTOR VEHICLE,1306 N AUSTIN ST
CE1509-0109,NO ORDINANCE,RESIDENTIAL,1404 BROADWAY ST
CE1509-0110,PARKING,SINGLE FAMILY,2308 MCCORMICK ST
CE1509-0111,NO ORDINANCE,RESIDENTIAL,1011 ALICE ST
CE1509-0112,NO ORDINANCE,RESIDENTIAL,1601 ANNA ST
CE1509-0113,MBS INTERIOR,PLUMBING SYSTEMS & FIXTURES,2122  STELLA ST
CE1509-0114,TRASHDEBRIS,RESIDENTIAL,1225 CORDELL ST
CE1509-0115,OUTSIDE STORAGE,RESIDENTIAL,2402 WESTWOOD DR
CE1509-0116,GRASSWEEDS,RESIDENTIAL,2315 WESTWOOD DR
CE1509-0117,GRASSWEEDS,COMMERCIAL,200 E MCKINNEY ST
CE1509-0118,TRASHDEBRIS,RESIDENTIAL,2415 LESLIE ST
CE1509-0119,TRASHDEBRIS,RESIDENTIAL,2114 MERCEDES RD
CE1509-0120,PARKING,SINGLE FAMILY,1320 NORMAN ST
CE1509-0121,MINIMUM BUILDING STA,NO ADDRESS POSTED,1320 NORMAN ST
CE1509-0122,GRASSWEEDS,VACANT LOT,929 COLLINS ST
CE1509-0123,INOPERABLE VEHICLE,MOTOR VEHICLE,1915 LESLIE ST
CE1509-0124,TRASHDEBRIS,RESIDENTIAL,1119 MCCORMICK ST
CE1509-0125,OUTSIDE STORAGE,RESIDENTIAL,1915 LESLIE ST
CE1509-0126,TRASHRECYCLE BINS,LOCATION,1915 LESLIE ST
CE1509-0127,GRASSWEEDS,RESIDENTIAL,512 W SYCAMORE ST
CE1509-0128,INOPERABLE VEHICLE,MOTOR VEHICLE,512 W SYCAMORE ST
CE1509-0129,TRASHDEBRIS,RESIDENTIAL,512 W SYCAMORE ST
CE1509-0130,OUTSIDE STORAGE,RESIDENTIAL,512 W SYCAMORE ST
CE1509-0131,INOPERABLE VEHICLE,MOTOR VEHICLE,710 N WOOD ST
CE1509-0132,PARKING,SINGLE FAMILY,502 ROSE ST
CE1509-0133,OUTSIDE STORAGE,RESIDENTIAL,625 ROSE ST
CE1509-0134,INOPERABLE VEHICLE,MOTOR VEHICLE,712 ROSE ST
CE1509-0135,PARKING,SINGLE FAMILY,723 PAISLEY ST
CE1509-0136,OUTSIDE STORAGE,RESIDENTIAL,809 ROSE ST
CE1509-0137,MINIMUM BUILDING STA,EXT WALLS SURFACES,708 DRIFTWOOD TRL
CE1509-0138,MINIMUM BUILDING STA,PROTECTIVE TREATMENT,708 DRIFTWOOD TRL
CE1509-0139,OUTSIDE STORAGE,RESIDENTIAL,813 ROSE ST
CE1509-0140,WORK WO PERMIT,OTHER WORK W/O PERMIT,2412 WILDWOOD LN
CE1509-0141,MINIMUM BUILDING STA,PROTECTIVE TREATMENT,813 ROSE ST
CE1509-0142,MINIMUM BUILDING STA,AESTHETIC FEATURES,525 ROSE ST
CE1509-0143,MINIMUM BUILDING STA,RESIDENTIAL,525 ROSE ST
CE1509-0144,ORDINANCE OTHER DEPT,CITY PROPERTY,817 DIXON LN
CE1509-0145,ORDINANCE OTHER DEPT,CITY PROPERTY,820 DIXON LN
CE1509-0146,ORDINANCE OTHER DEPT,CITY PROPERTY,901 DIXON LN
CE1509-0147,GRASSWEEDS,RESIDENTIAL,924 DIXON LN
CE1509-0148,ORDINANCE OTHER DEPT,CITY PROPERTY,1105 DIXON LN
CE1509-0149,ORDINANCE OTHER DEPT,CITY PROPERTY,4307 HAYES DR DR
CE1509-0150,ORDINANCE OTHER DEPT,CITY PROPERTY,4305 HAYES DR
CE1509-0151,ORDINANCE OTHER DEPT,CITY PROPERTY,915 SAVAGE DR
CE1509-0152,INOPERABLE VEHICLE,MOTOR VEHICLE,1014 SAVAGE DR
CE1509-0153,MINIMUM BUILDING STA,RESIDENTIAL,525 ROSE ST
CE1509-0154,TRASHDEBRIS,RESIDENTIAL,2005 LESLIE ST
CE1509-0155,TRASHDEBRIS,RESIDENTIAL,808 CRUISE ST
CE1509-0156,OUTSIDE STORAGE,RESIDENTIAL,2005 LESLIE ST
CE1509-0157,TRASHRECYCLE BINS,LOCATION,2005 LESLIE ST
CE1509-0158,PARKING,SINGLE FAMILY,406 N RUDDELL ST
CE1509-0159,PARKING,SINGLE FAMILY,713 JANNIE ST
CE1509-0160,OUTSIDE STORAGE,RESIDENTIAL,713 JANNIE ST
CE1509-0161,TRASHDEBRIS,RESIDENTIAL,1404 NOBLE ST
CE1509-0162,ORDINANCE OTHER DEPT,CITY PROPERTY,407 PANHANDLE ST
CE1509-0163,TRASHDEBRIS,RESIDENTIAL,1405 NOBLE ST
CE1509-0164,TRASHDEBRIS,RESIDENTIAL,912 COIT ST
CE1509-0165,OUTSIDE STORAGE,RESIDENTIAL,912 COIT ST
CE1509-0166,INOPERABLE VEHICLE,MOTOR VEHICLE,912 COIT ST
CE1509-0167,NO ORDINANCE,RESIDENTIAL,912 COIT ST
CE1509-0168,WORK WO PERMIT,OTHER WORK W/O PERMIT,1126 CORDELL ST
CE1509-0169,TRASHDEBRIS,RESIDENTIAL,621 HILLCREST ST
CE1509-0170,CERTIFICATE OF OCCUP,CHANGE OF OWNER,918 BELL AVE
CE1509-0171,CERTIFICATE OF OCCUP,CHANGE OF OWNER,1805 N LOCUST ST
CE1509-0172,MINIMUM BUILDING STA,EXT WALLS SURFACES,901 S ELM ST
CE1509-0173,CERTIFICATE OF OCCUP,CHANGE OF OWNER,1776 TEASLEY LN 108
CE1509-0174,TRASHDEBRIS,RESIDENTIAL,2002 LESLIE ST
CE1509-0175,TRASHRECYCLE BINS,LOCATION,2002 LESLIE ST
CE1509-0176,TRASHDEBRIS,RESIDENTIAL,2103 BERNARD ST
CE1509-0177,OUTSIDE STORAGE,RESIDENTIAL,2115 BERNARD ST
CE1509-0178,GRASSWEEDS,RESIDENTIAL,2323 BERNARD ST
CE1509-0179,INOPERABLE VEHICLE,MOTOR VEHICLE,2417 BERNARD ST
CE1509-0180,OUTSIDE STORAGE,COMMERCIAL,1805 N LOCUST ST
CE1509-0181,FENCES,COMMERCIAL,1805 N LOCUST ST
CE1509-0182,PARKING,COMMERCIAL,1805 N LOCUST ST
CE1509-0183,TRASHDEBRIS,RESIDENTIAL,2704 ROSELAWN DR
CE1509-0184,MINIMUM BUILDING STA,NO ADDRESS POSTED,918 BELL AVE
CE1509-0185,PARKING,COMMERCIAL,918 BELL AVE
CE1509-0186,TRASHDEBRIS,RESIDENTIAL,3721 ALLISON DR
CE1509-0187,TRASHDEBRIS,RESIDENTIAL,3712 ALLISON DR
CE1509-0188,TRASHRECYCLE BINS,LOCATION,3712 ALLISON DR
CE1509-0189,GRASSWEEDS,RESIDENTIAL,3709 HERMALINDA DR
CE1509-0190,TRASHDEBRIS,RESIDENTIAL,728 HILLCREST ST
CE1509-0191,TRASHDEBRIS,RESIDENTIAL,3709 HERMALINDA DR
CE1509-0192,GRASSWEEDS,RESIDENTIAL,3620 BEATRIZ DR
CE1509-0193,TRASHDEBRIS,RESIDENTIAL,3620 BEATRIZ DR
CE1509-0194,TRASHRECYCLE BINS,CURB WRONG TIME,3620 BEATRIZ DR
